name,category_code,status,funding_total_usd
Pano Logic,software,operating,38000000
BigTwist,enterprise,operating,620000
Zertica Inc.,,operating,40000
Mazree,enterprise,operating,480000
ReplySend,software,operating,118000
Tuition.io,finance,operating,1000000
Pylba,mobile,operating,1700000
Deem,ecommerce,operating,466905435
eGistics,enterprise,operating,8850000
Addvocate,enterprise,operating,2390000
M.dot,mobile,acquired,700000
Adjacent Applications,mobile,operating,56000
NextG Networks,mobile,acquired,409900000
Enterprise Data Safe Ltd.,enterprise,acquired,9542
JoGuru,search,operating,200000
Desi Hits,web,operating,5000000
lifecake,web,operating,1400000
CleverMiles,enterprise,operating,20118
PredPol,analytics,operating,1300000
The Backscratchers,web,operating,23911
Aventones,software,operating,340000
PBworks,enterprise,operating,10508252
SmartTurn,advertising,operating,5000000
Airbiquity,hardware,operating,35419873
Exeros,software,acquired,12000000
Badgy,advertising,operating,600000
Initiate Systems,enterprise,acquired,31000000
Siperian,software,acquired,25000000
Conferize,web,operating,1330000
Dhingana,music,operating,7000000
"RiverGlass, Inc.",software,closed,6400000
Snappli,mobile,operating,1000000
Seelio,education,operating,2225000
Vertical Acuity,enterprise,operating,6084609
Treasure Data,analytics,operating,7750000
VoltServer,other,operating,2766842
H2Sonics,manufacturing,operating,900000
Eruptive Games,games_video,operating,1000000
LeWa Tek,mobile,operating,3000000
GREE International,games_video,operating,148000000
Millennium Pharmacy Systems,biotech,operating,7074808
Shopcaster,ecommerce,operating,1000000
iMapData,analytics,operating,15000000
CDNetworks,network_hosting,operating,96500000
Pigafe,travel,operating,66070
Alicanto,advertising,operating,4000000
"Snapfinger, Inc.",enterprise,operating,10760000
Protean Electric,automotive,operating,84000000
Rebellion Media Group,web,operating,5500002
Pinnatta,mobile,operating,2200000
Push Computing,enterprise,operating,2000000
Printi,ecommerce,operating,1200000
Symplified,enterprise,operating,35200000
Political Matchmakers,social,operating,75000
Modulus,network_hosting,operating,20000
Jack and JakeÂ’s,hospitality,operating,475000
PCT International,network_hosting,operating,25000000
MiCardia Corporation,medical,operating,3696105
PrePlay,games_video,operating,7800000
kompany,web,operating,1250000
BaseTrace,biotech,operating,145000
Visualtising,advertising,operating,1500000
VoterTide,software,acquired,500000
"Intermezzo, Inc",web,operating,30000
LearnSprout,education,operating,2800000
iSpot.tv,advertising,operating,5575000
PokitDok,mobile,operating,5500000
Mediaocean,software,operating,40500000
Sanguine BioSciences,biotech,operating,1000000
Tudou,games_video,ipo,126000000
WeDemand,music,operating,975000
Space Monkey,network_hosting,operating,2250000
Tendril,software,operating,111190000
Jingit,mobile,operating,7499000
Highfive,messaging,operating,13400000
SpongeFish,web,closed,2000000
Koalify,analytics,operating,9791
Nextdoor,social,operating,100200000
LiveHive,enterprise,operating,4700000
"Hammer & Chisel, Inc.",games_video,operating,1100000
Adams Arms,manufacturing,operating,2700000
iMedia Comunicazione,advertising,operating,20000000
ClickToShop,ecommerce,operating,2000000
Artillery,games_video,operating,2500000
Lapolla Industries,manufacturing,operating,4400000
Happy Cosas,ecommerce,operating,360375
POS on CLOUD,enterprise,operating,100000
Roadnet,software,acquired,43043483
Takipi,analytics,operating,4500000
FREECULTR,fashion,operating,9000000
Ink,software,operating,1800000
ByteLight,mobile,operating,4250000
KAYAK,search,acquired,235024070
SundaySky,software,operating,37000000
Expect Labs,software,operating,2400000
Taking Point,public_relations,closed,2020593
BackOps,software,operating,8500000
Field Agent,mobile,operating,2500000
Elli,ecommerce,operating,650276
Forsyth Technical Community College,education,operating,500000
Arkimedia,games_video,operating,1461360
Breker Verification Systems,software,operating,5000000
CellCap Technologies,biotech,operating,115819
Aerial BioPharma,biotech,operating,19500000
AdVantage Networks,,acquired,1602000
Mobissimo,search,operating,1000000
Admira Cosmetics,ecommerce,operating,469008
"Umatch, Inc.",social,operating,230000
Crowd Play,software,operating,500000
eeGeo,software,operating,4300000
abcdexperts,social,operating,147000
Acquia,enterprise,operating,68500000
ClipClock,web,operating,2700000
Vamos,software,operating,135000
Liquipel,mobile,operating,10000000
Mobikon Asia,advertising,operating,1700000
iSnap,social,operating,400000
Sprout Pharmaceuticals,biotech,operating,24791913
Wywy,software,operating,10046250
Dopios,travel,operating,154392
Capstory,web,operating,100000
QA on Request,software,operating,50000
Tempo Payments,software,operating,20000000
fishfishme,travel,operating,50000
Local Response,advertising,operating,6500000
Carta Worldwide,other,operating,2000000
Revolymer,manufacturing,operating,38809918
Digital Performance,advertising,closed,4476171
REVShare,web,operating,20000000
Melon Power,analytics,acquired,16000
broadbandchoices,web,operating,16130527
Twist,mobile,operating,6000000
Mobee,analytics,operating,1100000
Twist and Shout,mobile,operating,6000000
Turf Geography Club,mobile,closed,890000
Patron Technology,enterprise,operating,3100000
KlickThru,advertising,operating,500000
Once Innovations,other,operating,6452000
Coferon,biotech,operating,22320633
Zadara Storage,software,operating,10000000
E.M.A.R.C.,manufacturing,operating,10000000
Groupsite,software,operating,2000000
ViSSee,software,operating,1100000
Promodity,advertising,operating,1500000
mysportgroup,ecommerce,operating,16579350
PC & Tech,news,operating,25000
Stackify,enterprise,operating,2000000
payasUgym,search,operating,1472545
Chumby,hardware,operating,17500000
MarkITx,ecommerce,operating,5964793
BizAnytime,web,operating,2000000
Adaptive Planning,software,operating,84500000
Revolv,software,operating,6818000
RingDNA,enterprise,operating,1900000
EvntLive,music,acquired,2300000
PanGenX,medical,operating,4933640
Tapingo,mobile,operating,3500000
Logentries,software,operating,11100000
IntelliBatt,network_hosting,operating,22000000
PSS Systems,legal,acquired,23000000
Versus,hardware,operating,3678640
Savelli,mobile,operating,7700000
Boom Inc.,mobile,operating,17000000
PayTouch,other,operating,1401637
Elasticsearch,search,operating,34000000
LeadiD,enterprise,operating,2700000
Gigzon,ecommerce,operating,100000
OrderAhead,mobile,operating,2500000
ZoomTilt,games_video,operating,88000
Obalon Therapeutics,medical,operating,23000000
PulsePoint,advertising,operating,13485455
Power Fingerprinting,security,operating,50000
Bomoda,fashion,operating,2200000
Associated Material Processing,manufacturing,operating,250000
Luxera,semiconductor,operating,4000000
Bownty,ecommerce,operating,1746950
Viewsy,enterprise,operating,19713
Shibumi,enterprise,operating,1863397
Zipongo,health,operating,2500000
CareXtend,health,operating,1210332
importÂ•io,software,operating,1300000
Newsana,news,operating,486272
Xumii,mobile,acquired,12800000
When You Wish,nonprofit,operating,1500000
emoquo,education,operating,133384
WWA Group,other,operating,32500
Sooqini,mobile,operating,500000
Data Virtuality,software,operating,1220000
Fidelis Security Systems,enterprise,operating,28415704
G10 Entertainment,games_video,closed,38000000
SecureMedia,security,acquired,4000000
MediaXstream,,acquired,10000000
Azalea Networks,network_hosting,acquired,15000000
ScaleMP,software,operating,8000000
Think Through Learning,education,operating,5600000
Wyss Institute,education,operating,37000000
MarketTools,enterprise,operating,83000000
pushd,mobile,operating,1350000
Nangate,mobile,operating,35000000
Lime&Tonic,web,operating,1286600
Univision,web,operating,500000
Silicon Clocks,semiconductor,acquired,26100000
NorthStar Systems International,software,acquired,29500000
Waygo,advertising,operating,850000
Mill33,advertising,operating,495000
Elephant.is,education,closed,100000
Thimble Bioelectronics,medical,operating,25000
DisplayLink,hardware,operating,89950000
Antares Vision,security,operating,6100000
ExaGrid Systems,enterprise,operating,72100000
GridPoint,cleantech,operating,275388886
Spare Backup,web,operating,1500000
Wazoo Sports,games_video,operating,2000000
AdChina,advertising,operating,10000000
Plutora,enterprise,operating,100000
Silo Labs,mobile,operating,220000
Investment Underground,news,operating,50000
Wiki-PR,public_relations,operating,75000
EDUonGo,education,operating,530000
Tessella,consulting,operating,27941780
Guavas,software,operating,15000000
iBill,finance,operating,1630000
Omaze,web,operating,1000000
Snibbe Studio,music,operating,100000
VeriSilicon Holdings,hardware,operating,58907998
Tappit,advertising,operating,77442
Datacratic,software,operating,2000000
Moasis,advertising,operating,511325
incuBET,,operating,5000000
UGOBE,hardware,closed,23250000
hearo.fm,social,operating,295500
SmartAsset,finance,operating,2400000
Duxter,social,operating,1210000
N-Dimension Solutions,security,operating,3850000
Relmada Therapeutics,biotech,operating,11180000
SecureNet Payment Systems,ecommerce,operating,18000000
Alarm.com,security,operating,136000000
ParAccel,analytics,acquired,74000000
Optimal Technologies,software,operating,25000000
PassKit,mobile,operating,1200000
Coppertino,software,operating,400000
Mobile Pulse,mobile,operating,2880473
HelioVolt,cleantech,operating,253000000
F-Origin,software,operating,12485060
Plain Vanilla,games_video,operating,5700000
PivotDesk,enterprise,operating,6235015
Timely Network,software,operating,307553
Meteor,software,operating,11200000
EcoScraps,manufacturing,operating,1500000
Tip or Skip,games_video,operating,2000000
Analyte Health,medical,operating,34024998
Xtera Communications,hardware,operating,93150000
Agiftidea.com,social,operating,50000
Gogiro,enterprise,operating,133318
Appy Couple,web,operating,2725000
SyndicatePlus,enterprise,operating,450000
Rapport,hardware,closed,25500000
WebLayers,software,operating,10000000
Etsy,ecommerce,operating,91650000
Optichron,semiconductor,operating,29000000
Prosbee Inc.,social,operating,40000
Warply,mobile,operating,500000
Pictela,advertising,acquired,3499997
Kinnek,advertising,operating,1500000
Micron Technology,semiconductor,ipo,50410400
Bib + Tuck,ecommerce,operating,600000
Siimpel Corporation,hardware,acquired,53818873
MarketPage,ecommerce,operating,1000000
Roundbox,software,operating,43000000
Mycell Technologies,manufacturing,operating,10000000
SpotRight,analytics,operating,3870890
Annovation BioPharma,biotech,operating,10375000
Network Physics,software,acquired,8630000
Lolay,mobile,operating,50000
Stackpop,enterprise,operating,870000
Vocalocity,software,acquired,13600000
CCS Environmental,,closed,2000000
Konarka Technologies,cleantech,operating,88800000
Mobileye,automotive,operating,515000000
Tekora,mobile,operating,882121
Mobento,software,operating,1666777
dbTwang,web,operating,267436
PO-MO,games_video,operating,153453
PublishThis,software,operating,5000000
PayDragon,ecommerce,operating,1350000
EyeNetra,biotech,operating,3000000
Contrail Systems,software,operating,10000000
A123 Systems,nanotech,ipo,502860000
PathJump,web,operating,150000
LEAPIN Digital Keys,mobile,operating,50000
Holland Haptics,hardware,operating,24634
Pixplit,mobile,operating,400000
Ausra,cleantech,closed,123300000
adeven,mobile,operating,4300000
Syllabuster,education,operating,20000
BioNanovations,medical,operating,150000
Mitre Media Corp.,news,operating,8600000
CreationFlow,games_video,operating,150000
SeatSwapr,travel,closed,10000
zappit,mobile,operating,576457
Skift,news,operating,1100000
Kior,cleantech,ipo,297920000
Quick TV,enterprise,operating,3999899
Lucidux,medical,operating,250000
Stremor,software,operating,2000000
Hornet Networks,social,operating,500000
Enforcer eCoaching,messaging,operating,750000
9GAG,social,operating,2800000
Plaid,software,operating,2800000
NGDATA,analytics,operating,5800000
Maozhao,web,closed,500000
Become Media Inc.,web,closed,100000
Field Nation,software,operating,150000
Dot Medical,medical,operating,861815
Tinteo,hardware,operating,140000
App in the Air,mobile,operating,150000
YouLike,social,operating,310000
Atlassian,enterprise,operating,60000000
Yaolan.com,web,operating,17700000
Stream Tags,software,operating,16000
Kleer,hardware,acquired,58000000
SeoPult,advertising,operating,10000000
TrustedAd,advertising,operating,300000
Playlogic,games_video,operating,19300000
Plumbr,software,operating,1000000
FireFly LED Lighting,hardware,operating,3500000
SaveOnEnergy.com,web,operating,2400000
Portable Scores,hardware,operating,25000
Piqora,enterprise,operating,1400000
eCareer,advertising,operating,16000
Fooooo,search,operating,2000000
Yakify,web,closed,100000
Skyera,enterprise,operating,51600000
Boomerang,advertising,operating,1000000
